Speaker name,Category/topic tags,State,Notes
Emma Grey,"Business; Health, Lifestyle & Wellbeing; Intergenerational Influencers; Motivational; People & Culture",ACT,Gender: Female
Emma Hannigan,Business; Celebrity; Creativity & Innovation; Leadership; Master of Ceremonies (MCs) & Hosts; Storytelling,QLD (Brisbane),Gender: Female
Emma Isaacs,Business,NSW (Sydney),Gender: Female
Emma Murray,"After Dinner Speakers; Business; Education; Health, Lifestyle & Wellbeing; Inspirational; Motivational; Resilience; Sport",VIC (Melbourne),Gender: Female
Emmanuel Kelly,Resilience,VIC (Melbourne),Gender: Male
Erchana Murray-Bartlett,Adventurers; Environment & Climate Change; Inspirational; Motivational; Resilience; Sport,QLD (Gold Coast),Gender: Female
Eric Bailey,"Health, Lifestyle & Wellbeing; Inspirational; Motivational; People & Culture; Sport",QLD (Brisbane; Carina),Gender: Male
Eric Campbell,Environment & Climate Change; Media; People & Culture; Resilience; Social Trends & Current Affairs; Storytelling; Sustainability; World Affairs,NSW (Sydney),Gender: Male
Eric Feng,Business; Creativity & Innovation; Social Media & Networking,International (Singapore),Gender: Male
Eric O'Neill,"Technology, Future & Innovation",International (USA),Gender: Male
Eric Philips,Adventurers,TAS,Gender: Male
Eric Rush,After Dinner Speakers; Business; Inspirational; Leadership; Motivational; Sport; Storytelling; Team Building,New Zealand (Auckland),Gender: Male
Erica Orange,"Business; Creativity & Innovation; Leadership; Technology, Future & Innovation",International (Canada),Gender: Female
Erik Wahl,After Dinner Speakers; Business; Storytelling,International (USA),Gender: Male
Erika Cramer,Business; Leadership; Mental Health & Wellness; Motivational,VIC (Melbourne),Gender: Female
Erin Molan,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,NSW (Sydney),Gender: Female
Erin Phillips OAM,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Leadership; Sport",SA (Adelaide),Gender: Female
Eva Cox,Diversity & Inclusion; Social Trends & Current Affairs,NSW (Sydney),Gender: Female
Evan Lucas,Economy & Finance; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Male
Eve Ash,Authors; Business; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; People & Culture,VIC (Melbourne),Gender: Female
"Evonne Goolagong-Cawley AC, MBE",Diversity & Inclusion; Education; Indigenous Speakers; Inspirational; Leadership; Motivational; Resilience; Sport,QLD,Gender: Female
Fadi Chalouhy,Diversity & Inclusion; Inspirational; Motivational; Resilience,NSW (Sydney),Gender: Male
Farah Mohamed,Business; Diversity & Inclusion; Education; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; Sustainability; World Affairs,International (Canada),Gender: Female
Faulty Towers,Team Building,QLD,
Felicity Harley,"Celebrity; Health, Lifestyle & Wellbeing",NSW (Sydney),Gender: Female
Felicity Ward,Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Fergus Watts,Business; Leadership; Mental Health & Wellness; Motivational; Resilience,VIC (Melbourne),Gender: Male
Fernando Barraza,Celebrity; Media,NSW (Sydney),Gender: Male
Fiona O'Loughlin,Celebrity,SA (Adelaide),Gender: Female
Fiori Giovanni,Business; Inspirational; Leadership; Motivational; Virtual,VIC (Melbourne),Gender: Female
Fire Faerie,,WA,Gender: Female
Fleur Marks,"Health, Lifestyle & Wellbeing",QLD (Gold Coast),Gender: Female
Fleur McIntyre,Diversity & Inclusion; Leadership; Motivational; Sport; Team Building,International (USA),Gender: Female
Franck Gazzola,Adventurers; Business; Environment & Climate Change; Inspirational; Resilience; Sustainability; Team Building,NSW (Byron Bay),Gender: Male
Frank Farina,Celebrity; Leadership; Sport; Team Building,NSW (Sydney),Gender: Male
Frankie J Holden and Wilbur Wilde,Master of Ceremonies (MCs) & Hosts,VIC,Gender: Male
Fred Harrison,Business; Leadership,VIC,Gender: Male
Fred Smith,"Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Military; Motivational; People & Culture; Politics & Law; World Affairs",ACT (Canberra),Gender: Male
Freda Liu,Business; Leadership; Master of Ceremonies (MCs) & Hosts; Media; Sustainability,International (Asia; Malaysia),Gender: Female
Freda Miriklis,Business; Diversity & Inclusion; Economy & Finance; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Motivational; People & Culture,VIC (Melbourne),Gender: Female
Fredrik Eklund,Business; Diversity & Inclusion; Motivational,International,Gender: Male
Future Crunch,"Business; Creativity & Innovation; Social Trends & Current Affairs; Technology, Future & Innovation",VIC (Melbourne),Gender: Male
Gabriel Gate,Food & Wine; Media,VIC (Melbourne),Gender: Male
Gabriela Byrne,"Authors; Health, Lifestyle & Wellbeing; People & Culture; Social Trends & Current Affairs",VIC (Melbourne),Gender: Female
Gabrielle Dolan,Business; Leadership,VIC,Gender: Female
Gail O'Brien,"Economy & Finance; Health, Lifestyle & Wellbeing; Inspirational; Intergenerational Influencers; Motivational",NSW (Sydney),Gender: Female
Garry Kasparov,Business; Leadership; World Affairs,International (USA),Gender: Male
Garry Lyon,Celebrity; Master of Ceremonies (MCs) & Hosts; Motivational; Sport,VIC (Melbourne),Gender: Male
Garth Callender,Business; Inspirational; Leadership; Military; Team Building,QLD (Brisbane),Gender: Male
Gary Bertwistle,Creativity & Innovation,NSW,Gender: Male
Gary Pert,Business; Leadership; Sport,VIC,Gender: Male
Gary Swart,"Business; Leadership; Technology, Future & Innovation",International (USA),Gender: Male
Gavin Bell,Team Building,VIC (Melbourne),Gender: Male
Gavin McCormack,Business; Creativity & Innovation; Education; Leadership,NSW (Sydney),Gender: Male
Gavin Reddrop,"AI; Business; Leadership; Technology, Future & Innovation",VIC (Ballarat; Melbourne),Gender: Male
Gavin Wanganeen,Celebrity; Diversity & Inclusion; Indigenous Speakers; Leadership; Resilience; Sport; Team Building,VIC (Melbourne),Gender: Male
Gemma Acton,Business; Celebrity; Economy & Finance; Master of Ceremonies (MCs) & Hosts; Media; Motivational; Social Trends & Current Affairs,International (UAE),Gender: Female
Gen George,"Business; Creativity & Innovation; Technology, Future & Innovation",NSW,Gender: Female
General George Casey,Business; Leadership; World Affairs,International (USA),Gender: Male
General Sir Rupert Smith,Business; Leadership; World Affairs,International (USA),Gender: Male
General The Honourable Sir Peter Cosgrove AK AC(Mil) CVO MC (Retd),Business; Celebrity; Leadership; Military; Social Trends & Current Affairs; World Affairs,NSW (Sydney),Gender: Male
Genevieve Clay-Smith,"Business; Celebrity; Creativity & Innovation; Diversity & Inclusion; Education; Health, Lifestyle & Wellbeing; Intergenerational Influencers; Leadership; Media; Mental Health & Wellness; People & Culture",NSW (Sydney),Gender: Female
Genevieve Jacobs AM,Celebrity; Inspirational; Master of Ceremonies (MCs) & Hosts,ACT (Canberra),Gender: Female
Geoff Huegill,"After Dinner Speakers; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Mental Health & Wellness; People & Culture; Resilience; Sport",International (Asia; Singapore),Gender: Male
Geoff Knight,Inspirational,NSW,Gender: Male
Geoff Lawson OAM,Sport; Team Building,NSW,Gender: Male
Geoff Wilson,Adventurers; Business; Inspirational; Leadership; Motivational; Sport,QLD,Gender: Male
George Gregan,Celebrity; Leadership; Motivational; Sport,International (UK),Gender: Male
George Halkias,Inspirational; Leadership; Motivational; People & Culture; Sport,VIC,Gender: Male
George McEncroe,,VIC (Melbourne),Gender: Female
George Smilovici,Master of Ceremonies (MCs) & Hosts,NSW (Northern NSW),Gender: Male
George Stas,"After Dinner Speakers; Health, Lifestyle & Wellbeing; Motivational",SA (Adelaide),Gender: Male
Georgia Murch,Business; Inspirational; Leadership; Team Building,VIC (Melbourne),Gender: Female
Georgie Dent,"Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; People & Culture",NSW (Sydney),Gender: Female
Georgie Gardner,"Celebrity; Health, Lifestyle & Wellbeing; Leadership; Master of Ceremonies (MCs) & Hosts; Media",NSW,Gender: Female
Geraldine Cox AM,Celebrity; Inspirational; Motivational,International (Asia; Cambodia),Gender: Female
Geraldine Doogue AO,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,NSW (Sydney),Gender: Female
Geraldine Hickey,Celebrity; Master of Ceremonies (MCs) & Hosts; Virtual,VIC (Melbourne),Gender: Female
Gerard Whateley,Media; Sport,VIC,Gender: Male
Giaan Rooney OAM,Celebrity; Inspirational; Master of Ceremonies (MCs) & Hosts; Media; Motivational; Sport,NSW (Corndale),Gender: Female
Gideon Rozner,Business; Economy & Finance; Environment & Climate Change; Leadership; Media; Politics & Law; Social Trends & Current Affairs; World Affairs,VIC (Melbourne),Gender: Male
Gihan Perera,"AI; Business; Creativity & Innovation; Leadership; Technology, Future & Innovation",WA (Perth),Gender: Male
Gilbert Enoka,"Business; Health, Lifestyle & Wellbeing; Leadership; Motivational; People & Culture; Team Building",New Zealand (Christchurch),Gender: Male
Gillian Cosgriff,Inspirational; Master of Ceremonies (MCs) & Hosts; Motivational,VIC (Melbourne),Gender: Female
Gina Bella,Creativity & Innovation; Inspirational,WA (Perth),Gender: Female
Giyora Barzilay,Adventurers; Business; Diversity & Inclusion,New Zealand (Auckland),Gender: Male
Glen Jakovich,Celebrity; Master of Ceremonies (MCs) & Hosts; Motivational; Sport,WA (Perth),Gender: Male
Glen Sharkey,"Business; Health, Lifestyle & Wellbeing; Leadership; Mental Health & Wellness; Motivational; People & Culture; Storytelling; Team Building",New Zealand (Auckland),Gender: Male
Glenn Capelli,Business; Creativity & Innovation; Leadership; People & Culture; Team Building,WA,Gender: Male
Glenn Cooper AM,Business; Leadership,SA (Adelaide),Gender: Male
Glenn Lazarus OAM,Inspirational; Leadership; Mental Health & Wellness; Motivational; Politics & Law; Sport,QLD,Gender: Male
Glenn Manton,Celebrity; Diversity & Inclusion; Intergenerational Influencers; Mental Health & Wellness; People & Culture; Sport,VIC (Melbourne),Gender: Male
Glenn McGrath AO,Celebrity; Motivational; Sport,QLD (Sunshine Coast),Gender: Male
Glenn Mitchell,Media; Sport,WA,Gender: Male
Glenn Singleman,Adventurers; Inspirational; Motivational; Sport,NSW,Gender: Male
Glynn Nicholas,Business; Leadership; Master of Ceremonies (MCs) & Hosts,VIC (Melbourne),Gender: Male
Gorden Tallis,Sport,QLD (Brisbane),Gender: Male
Gorgi Coghlan,Celebrity; Master of Ceremonies (MCs) & Hosts; Media,VIC (Ballarat),Gender: Female
Grace Tame,Diversity & Inclusion; Inspirational; Leadership; Politics & Law; Resilience; Storytelling,TAS (Hobart),Gender: Female
Graeme Bowman,Creativity & Innovation,VIC (Melbourne),Gender: Male
Graeme Cowan,"Authors; Business; Health, Lifestyle & Wellbeing; Inspirational; Mental Health & Wellness",NSW (Sydney),Gender: Male
Graeme Goodings,After Dinner Speakers; Celebrity; Master of Ceremonies (MCs) & Hosts; Media; Mental Health & Wellness; Motivational; Resilience; Storytelling; Team Building,SA,Gender: Male
Graeme Samuel AC,Business; Leadership,VIC (Melbourne),Gender: Male
Graeme Wood,Business; Motivational,QLD,Gender: Male
Graham Bradley AM,Business,NSW,Gender: Male
Graham Cornes OAM,Inspirational; Master of Ceremonies (MCs) & Hosts; Motivational; Sport,SA (Adelaide),Gender: Male
Graham Harvey,"Business; Intergenerational Influencers; Technology, Future & Innovation",WA (Perth),Gender: Male
Grant 'Scooter' Patterson,Diversity & Inclusion; Inspirational; Motivational; Sport,QLD (Cairns),Gender: Male
Grant Denyer,Adventurers; After Dinner Speakers; Celebrity; Master of Ceremonies (MCs) & Hosts; Media; Mental Health & Wellness,NSW (Bathurst),Gender: Male
Grant Dusting,Business; Intergenerational Influencers; Leadership; People & Culture; Social Trends & Current Affairs,WA (Perth),Gender: Male
Grant Hackett OAM,Business; Economy & Finance; Leadership; Motivational; Sport; Team Building,VIC (Melbourne),Gender: Male
Greg Champion OAM,Sport,VIC (Melbourne),Gender: Male
Greg Ritchie,Celebrity; Master of Ceremonies (MCs) & Hosts; Motivational; Sport; Storytelling,QLD (Gold Coast),Gender: Male
Greg Rust,Master of Ceremonies (MCs) & Hosts; Sport,NSW,Gender: Male
Gregory Burns MFA,"Creativity & Innovation; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Inspirational; People & Culture; Sport; Virtual",International (Asia; Singapore),Gender: Male
Gregory Robinson,"Business; Creativity & Innovation; Leadership; Team Building; Technology, Future & Innovation",International (USA),Gender: Male
Groove Night Avenue,Virtual,WA,
Gry Stene,"AI; Business; Creativity & Innovation; Diversity & Inclusion; Inspirational; Leadership; Technology, Future & Innovation",WA (Fremantle; Perth),Gender: Female
Guenther Steiner,Leadership; Motivational; Resilience; Sport,International (UK),Gender: Male
Gus Balbontin,"Business; Creativity & Innovation; Leadership; Motivational; Resilience; Team Building; Technology, Future & Innovation; Virtual",VIC (Melbourne),Gender: Male
Gus Worland,"Business; Celebrity; Diversity & Inclusion; Health, Lifestyle & Wellbeing; Media; Mental Health & Wellness; Motivational; People & Culture",NSW (Sydney),Gender: Male
Guy Grossi,Celebrity; Food & Wine,VIC (Melbourne),Gender: Male
Guy Kawasaki,"Business; Creativity & Innovation; Leadership; Storytelling; Technology, Future & Innovation",International (USA),Gender: Male
Guy Montgomery,Master of Ceremonies (MCs) & Hosts,New Zealand (Auckland),Gender: Male
Guy Russo,Business; Team Building,VIC (Melbourne),Gender: Male
Hacia Atherton,Business; Inspirational; Leadership; People & Culture,VIC (Melbourne),Gender: Female
Hagai M. Segal,Politics & Law; World Affairs,International (London; UK),Gender: Male
Hailey Calvert,,QLD,Gender: Female
Hamish & Andy,Master of Ceremonies (MCs) & Hosts; Media,VIC (Melbourne),Gender: Male
Hannah Gadsby,Diversity & Inclusion,VIC (Melbourne),
Hannah Moloney,Environment & Climate Change; Resilience; Sustainability,TAS (Hobart),Gender: Female
Hari Hara Priya Kannan,"Business; Social Trends & Current Affairs; Technology, Future & Innovation",VIC (Melbourne),Gender: Female
Harry Garside,Inspirational; Motivational; Sport,NSW (Sydney),Gender: Male
Harry Moffitt,Business; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Military; People & Culture; Team Building; Virtual,VIC (Melbourne),Gender: Male
Harry Sanders,Business; Creativity & Innovation; Diversity & Inclusion; Inspirational; Intergenerational Influencers; Leadership; Motivational; Social Media & Networking; Social Trends & Current Affairs; Virtual,VIC (Melbourne),Gender: Male
Hayden Quinn,Celebrity; Education; Food & Wine; Intergenerational Influencers; Motivational,NSW (Sydney),Gender: Male
Hayley Lewis OAM,"Business; Celebrity; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Master of Ceremonies (MCs) & Hosts; Mental Health & Wellness; Sport; Virtual",QLD (Brisbane),Gender: Female
Heather McGowan,"Business; Creativity & Innovation; Education; Intergenerational Influencers; Technology, Future & Innovation; Virtual",International (USA),Gender: Female
Heather Swan,Advertising & Marketing; Inspirational,NSW,Gender: Female
Heidi Dening,"Business; Health, Lifestyle & Wellbeing; Inspirational; Leadership; Motivational",NSW (Sydney),Gender: Female
Helen Brown,Master of Ceremonies (MCs) & Hosts; Media; World Affairs,VIC (Melbourne),Gender: Female
Helen Dalley,Advertising & Marketing; Celebrity; Master of Ceremonies (MCs) & Hosts,NSW (Sydney),Gender: Female
Helen Fitzroy,"Business; Health, Lifestyle & Wellbeing; Inspirational; Motivational",QLD (Brisbane),Gender: Female
Helen Kapalos,Business; Celebrity; Diversity & Inclusion; Education; Master of Ceremonies (MCs) & Hosts; Media; Motivational; Politics & Law; Virtual,VIC (Melbourne),Gender: Female
